source,country,bias,factual_reporting
debunkingdenialism.com,sweden,left-center,high
deepsouthtoday.org,usa,left-center,high
defector.com,usa,left-center,high
delawareonline.com,usa,left-center,high
delo.si,slovenia,left-center,mixed
delta-optimist.com,canada,left-center,high
democracy21.org,usa,left-center,high
democracyfundvoice.org,usa,left-center,high
democratandchronicle.com,usa,left-center,high
dccc.org,usa,left-center,mixed
demos.org,usa,left-center,high
denverpost.com,usa,left-center,high
westword.com,usa,left-center,high
derrynews.com,usa,left-center,high
derstandard.at,austria,left-center,high
freep.com,usa,left-center,high
mountainviewtoday.ca,canada,left-center,high
zeit.de,usa,left-center,high
digg.com,usa,left-center,mixed
dillontribune.com,usa,left-center,high
diply.com,canada,left-center,mixed
distractify.com,usa,left-center,mixed
timesreporter.com,usa,left-center,high
phillyburbs.com,usa,left-center,high
drugpolicy.org,usa,left-center,high
dailyliberal.com.au,australia,left-center,high
duncanbanner.com,usa,left-center,high
dundalkeagle.com,usa,left-center,high
reflector.com,usa,left-center,high
dutchreview.com,netherlands,left-center,mixed
dw.com,germany,left-center,high
eaglevalleynews.com,canada,left-center,high
columbia.edu,usa,left-center,high
earthjustice.org,usa,left-center,high
earth.org,hong kong,left-center,mixed
eastbaytimes.com,usa,left-center,high
thestar.com,canada,left-center,high
eastwestcenter.org,usa,left-center,high
eckvilleecho.com,canada,left-center,high
econofact.org,usa,left-center,high
epi.org,usa,left-center,high
economicshelp.org,united kingdom,left-center,high
edfaction.org,usa,left-center,high
educatorstechnology.com,canada,left-center,high
eenews.net,usa,left-center,high
effinghamdailynews.com,usa,left-center,high
egyptianstreets.com,egypt,left-center,mixed
ejinsight.com,hong kong,left-center,mixed
eldiario.es,spain,left-center,high
eldiariony.com,usa,left-center,high
elpais.com,spain,left-center,high
elpasotimes.com,usa,left-center,high
eff.org,usa,left-center,high
dailyadvance.com,usa,left-center,high
elkintribune.com,usa,left-center,high
dailyrecordnews.com,usa,left-center,high
ellwoodcityledger.com,usa,left-center,high
emcresearch.com,usa,left-center,mixed
emerging-europe.com,united kingdom,left-center,mixed
emptywheel.net,usa,left-center,high
engadget.com,usa,left-center,high
enidnews.com,usa,left-center,high
ew.com,usa,left-center,high
environmentamerica.org,usa,left-center,high
edf.org,usa,left-center,high
orangeville.com,canada,left-center,high
espn.com,usa,left-center,high
registerguard.com,usa,left-center,high
euobserver.com,belgium,left-center,high
euvsdisinfo.eu,belgium,left-center,mixed
euractiv.com,belgium,left-center,high
eurasianet.org,usa,left-center,mixed
eurasiareview.com,usa,neutral,high
euromaidanpress.com,ukraine,left-center,high
euronews.com,france,left-center,mixed
euroweeklynews.com,spain,left-center,mixed
courierpress.com,usa,left-center,high
exposingtruth.com,united kingdom,left-center,high
facebook.com,usa,left-center,high
factmyth.com,usa,left-center,high
fair360.com,united states,left-center,high
fairfight.com,usa,left-center,mixed
timeswv.com,usa,left-center,high
fair.org,usa,left-center,high
fairobserver.com,usa,left-center,high
fairvote.org,usa,left-center,high
fansided.com,usa,left-center,mixed
fastcompany.com,usa,left-center,high
fayettetribune.com,usa,left-center,high
feministfrequency.com,canada,left-center,high
thefreepress.ca,canada,left-center,high
fightforthefuture.org,usa,left-center,high
filtermag.org,usa,left-center,mixed
financialtechtimes.com,usa,left-center,mixed
fivethirtyeight.com,usa,left-center,high
flatwaterfreepress.org,usa,left-center,high
thereminder.ca,canada,left-center,high
fm3research.com,usa,left-center,mixed
foodnavigator.com,united kingdom,left-center,mixed
fpif.org,usa,left-center,high
niagarathisweek.com,canada,left-center,high
fwweekly.com,usa,left-center,high
francetvinfo.fr,france,left-center,high
franciscanmedia.org,usa,left-center,mixed
fr.de,germany,left-center,high
freakonomics.com,usa,left-center,high
thenews-messenger.com,usa,left-center,high
freethink.com,usa,left-center,high
fresnobee.com,usa,left-center,high
futureoflife.org,usa,left-center,high
gadsdentimes.com,usa,left-center,high
gainesvilleregister.com,usa,left-center,high
gainesville.com,usa,left-center,high
gastongazette.com,usa,left-center,high
wyborcza.pl,poland,left-center,high
gbaostrategies.com,usa,left-center,mixed
geo.fr,france,left-center,mixed
geopoliticalmonitor.com,canada,left-center,mixed
yorkregion.com,canada,left-center,high
glamour.com,usa,left-center,high
rangerreview.com,usa,left-center,high
globalcitizen.org,usa,left-center,high
globalnews.ca,canada,left-center,high
theworld.org,usa,left-center,high
globalriskinsights.com,united kingdom,left-center,high
globalstrategygroup.com,usa,left-center,mixed
globaltimes.cn,china,left,mixed
gloucestertimes.com,usa,left-center,high
gmanetwork.com,philippines,left-center,mixed
thegoldenstar.net,canada,left-center,high
goldstreamgazette.com,canada,left-center,high
google.com,usa,left-center,mixed
gothamist.com,usa,left-center,high
governing.com,usa,left-center,high
whistleblower.org,usa,left-center,high
govexec.com,usa,left-center,high
gqrr.com,usa,left-center,high
grandforksgazette.ca,canada,left-center,high
grandrapidsmn.com,usa,left-center,high
greenamerica.org,usa,left-center,high
greenevillesun.com,usa,left-center,high
recorder.com,usa,left-center,high
greenmatters.com,usa,left-center,mixed
greensboro.com,usa,left-center,high
greensburgdailynews.com,usa,left-center,high
heraldbanner.com,usa,left-center,high
grid.news,usa,left-center,high
grist.org,usa,left-center,high
gritdaily.com,usa,left-center,mixed
alliednews.com,usa,left-center,high
guelphmercury.com,canada,left-center,high
gunviolencearchive.org,usa,left-center,high
gzeromedia.com,usa,left-center,high
heraldmailmedia.com,usa,left-center,high
haidagwaiiobserver.com,canada,left-center,high
hamiltonnews.com,canada,left-center,high
thespec.com,canada,left-center,high
eveningsun.com,usa,left-center,high
harpers.org,usa,left-center,high
courant.com,usa,left-center,high
harvardpolitics.com,usa,left-center,high
hattiesburgamerican.com,usa,left-center,high
suffolknews.co.uk,united kingdom,neutral,high
hgazette.com,usa,left-center,high
hawaiitribune-herald.com,usa,left-center,high
health.com,usa,left-center,mixed
healthyplace.com,usa,left-center,high
healthyway.com,usa,left-center,mixed
heavy.com,usa,left-center,high
hechingerreport.org,usa,left-center,high
hs.fi,finland,left-center,high
helsinkitimes.fi,finland,neutral,high
thegleaner.com,usa,left-center,high
timestelegram.com,usa,left-center,high
hcn.org,usa,left-center,high
hppr.org,usa,left-center,high
hillsdale.net,usa,left-center,high
historynewsnetwork.org,usa,left-center,high
hitc.com,united kingdom,left-center,mixed
hollandsentinel.com,usa,left-center,high
hollywoodreporter.com,usa,left-center,high
hongkongfp.com,hong kong,left-center,high
thestandard.com.hk,hong kong,left-center,mixed
civilbeat.org,usa,left-center,high
staradvertiser.com,usa,left-center,high
hopestandard.com,canada,left-center,high
eveningtribune.com,usa,left-center,high
hotnews.ro,romania,left-center,high
houmatoday.com,usa,left-center,high
houstonchronicle.com,usa,left-center,high
houston-today.com,canada,left-center,high
humanrightsdefensecenter.org,usa,left-center,high
hrw.org,usa,left-center,high
humanium.org,switzerland,left-center,high
nj.com,usa,left-center,high
itemonline.com,usa,left-center,high
icenews.is,iceland,left-center,mixed
radio-canada.ca,canada,left-center,high
idahopress.com,usa,left-center,high
ifamericaknew.org,usa,left-center,high
iflscience.com,united kingdom,left-center,high
ilfattoquotidiano.it,italy,left-center,high
illawarramercury.com.au,australia,left-center,high
impactresearch.com,usa,left-center,mixed
independentaustralia.net,australia,left-center,high
index.hr,croatia,left-center,high
inews.co.uk,united kingdom,left-center,high
infobae.com,argentina,left-center,high
infoplease.com,united kingdom,left-center,high
informationisbeautiful.net,united kingdom,left-center,mixed
innocenceproject.org,usa,left-center,high
inquisitr.com,israel,left-center,high
insideedition.com,usa,left-center,high
insideevs.com,usa,left-center,high
insidehighered.com,usa,left-center,high
insidephilanthropy.com,usa,left-center,high
insideclimatenews.org,usa,left-center,high
insightcrime.org,usa,left-center,mixed
instituteforgovernment.org.uk,united kingdom,left-center,high
imeu.org,usa,left-center,high
isdglobal.org,united kingdom,left-center,high
itep.org,usa,left-center,high
interfax.com.ua,ukraine,left-center,mixed
interlochenpublicradio.org,usa,left-center,high
ibtimes.com,usa,left-center,mixed
icrw.org,usa,left-center,high
crisisgroup.org,belgium,left-center,high
archive.org,usa,left-center,mixed
interpretermag.com,usa,left-center,high
inverse.com,usa,left-center,high
invw.org,usa,left-center,high
press-citizen.com,usa,left-center,high
iowa.media,united states,left-center,mixed
ipolitics.ca,usa,left-center,high
ipsos.com,france,left-center,mixed
irishmirror.ie,ireland,left-center,mixed
israel21c.org,israel,left-center,high
ithacajournal.com,usa,left-center,high
thenewhumanitarian.org,switzerland,left-center,high
jacksonfreepress.com,usa,left-center,high
jacksonsun.com,usa,left-center,high
jacksonvilleprogress.com,usa,left-center,high
jakartaglobe.id,indonesia,left-center,mixed
jalopnik.com,usa,left-center,high
japantoday.com,japan,left-center,high
ijpr.org,usa,left-center,high
newsandtribune.com,usa,left-center,high
jewishpresstampa.com,usa,left-center,high
jihadica.com,usa,left-center,high
joe.co.uk,united kingdom,left-center,mixed
joe.ie,ireland,left-center,mixed
tribdem.com,usa,left-center,high
jointcenter.org,usa,left-center,high
jointheunion.us,usa,left-center,mixed
joplinglobe.com,usa,left-center,high
jstor.org,usa,left-center,high
jstreet.org,usa,left-center,high
judithbasinpress.net,usa,left-center,high
jurist.org,usa,left-center,high
justiceinfo.net,switzerland,left-center,high
justsecurity.org,usa,left-center,high
kff.org,usa,left-center,high
khn.org,usa,left-center,high
aspenpublicradio.org,usa,left-center,high
kalw.org,usa,left-center,high
kansaspublicradio.org,usa,left-center,high
kansascity.com,usa,left-center,high
kasu.org,usa,left-center,high
thepeterboroughexaminer.com,canada,left-center,high
kawc.org,usa,left-center,high
kazu.org,usa,left-center,high
kbbi.org,usa,left-center,high
kbrw.org,usa,left-center,high
redriverradio.org,usa,left-center,high
boisestatepublicradio.org,usa,left-center,high
kbut.org,usa,left-center,high
kcaw.org,usa,left-center,high
kcbx.org,usa,left-center,high
cpr.org,usa,left-center,high
mynspr.org,usa,left-center,high
kclu.org,usa,left-center,high
kcrw.com,usa,left-center,high
cbsnews.com,usa,left-center,high
kchu.org,usa,left-center,high
kdlg.org,usa,left-center,high
kdll.org,usa,left-center,high
kdnk.org,usa,left-center,high
kedm.org,usa,left-center,high
kelownacapnews.com,canada,left-center,high
kenoshanews.com,usa,left-center,high
record-courier.com,usa,left-center,high
keranews.org,usa,left-center,high
keremeosreview.com,canada,left-center,high
kfsk.org,usa,left-center,high
abc30.com,usa,left-center,high
abc7news.com,usa,left-center,high
iowapublicradio.org,usa,left-center,high
khns.org,usa,left-center,high
gpb.org,usa,left-center,high
khsu.org,usa,left-center,high
kilgorenewsherald.com,usa,left-center,high
kimberleybulletin.com,canada,left-center,high
kisu.org,usa,left-center,high
northernsentinel.com,canada,left-center,high
kitsapsun.com,usa,left-center,high
kiyu.com,usa,left-center,high
kjzz.org,usa,left-center,high
heraldandnews.com,usa,left-center,high
nbcpalmsprings.com,usa,left-center,high
kmuw.org,usa,left-center,high
kmxt.org,usa,left-center,high
knau.org,usa,left-center,high
knightfoundation.org,usa,left-center,high
nbcdfw.com,usa,left-center,high
nwpb.org,usa,left-center,high
koco.com,usa,left-center,high
kokomotribune.com,usa,left-center,high
kotaku.com,usa,left-center,mixed
kpcc.org,usa,left-center,high
kpic.com,usa,right-center,high
kqed.org,usa,left-center,high
krbd.org,usa,left-center,high
norcalpublicmedia.org,usa,left-center,high
cpr.org,usa,left-center,high
krps.org,usa,left-center,high
krytykapolityczna.pl,poland,left-center,mixed
ksjd.org,usa,left-center,high
alaskapublic.org,usa,left-center,high
kstk.org,usa,left-center,high
ksut.org,usa,left-center,high
ktna.org,usa,left-center,high
ktoo.org,usa,left-center,high
abc13.com,usa,left-center,high
kuac.org,usa,left-center,high
kuaf.com,usa,left-center,high
ualrpublicradio.org,usa,left-center,high
azpm.org,usa,left-center,high
kucb.org,usa,left-center,high
idahopress.com,usa,left-center,high
kunc.org,usa,left-center,high
kuow.org,usa,left-center,high
kurdistan24.net,iraq,left-center,mixed
kusc.org,usa,left-center,high
kvnf.org,usa,left-center,high
kvpr.org,usa,left-center,high
kwit.org,usa,left-center,high
capradio.org,usa,left-center,high
kyivindependent.com,ukraine,left-center,high
kyivpost.com,ukraine,left-center,mixed
kyuk.org,usa,left-center,high
kzyx.org,usa,left-center,high
lacombeexpress.com,canada,left-center,high
laconiadailysun.com,usa,left-center,high
ladepeche.fr,france,left-center,high
ladysmithchronicle.com,canada,left-center,high
theadvertiser.com,usa,left-center,high
jconline.com,usa,left-center,high
lakecountrycalendar.com,canada,left-center,high
lakecountyexam.com,usa,left-center,high
lakecowichangazette.com,canada,left-center,high
lajuntatribunedemocrat.com,usa,left-center,high
lancastereaglegazette.com,usa,left-center,high
langleyadvancetimes.com,canada,left-center,high
laphamsquarterly.org,usa,left-center,high
lapresse.ca,canada,left-center,high
repubblica.it,italy,left-center,high
lastampa.it,italy,left-center,high
latimes.com,usa,left-center,high
lasvegassun.com,usa,left-center,high
lasvegasweekly.com,usa,left-center,high
latintimes.com,usa,left-center,high
examiner.com.au,australia,left-center,high
laureloutlook.com,usa,left-center,high
law4palestine.org,united kingdom,left-center,high
reporter.net,usa,left-center,high
vnews.com,usa,left-center,high
leftjustified.com,usa,left-center,mixed
lemonde.fr,france,left-center,high
lesoleil.com,canada,left-center,high
lesswrong.com,usa,left-center,mixed
lethbridgeherald.com,canada,left-center,high
kentucky.com,usa,left-center,high
lewistownnews.com,usa,left-center,high
liberation.fr,france,left-center,high
ltn.com.tw,taiwan,left-center,mixed
lifehacker.com,usa,left-center,mixed
lincolncourier.com,usa,left-center,high
livingstondaily.com,usa,left-center,high
livingstonenterprise.com,usa,left-center,high
lockportjournal.com,usa,left-center,high
lodinews.com,usa,left-center,high
logandaily.com,usa,left-center,high
londonnewstoday.ca,canada,left-center,high
sentinel-echo.com,usa,left-center,high
innocencela.org,usa,left-center,high
lamag.com,usa,left-center,high
lasentinel.net,usa,left-center,mixed
news-herald.net,usa,left-center,high
lpm.org,usa,left-center,high
macleans.ca,canada,left-center,high
madinamerica.com,usa,left-center,mixed
themainemonitor.org,usa,left-center,high
mainepublic.org,usa,left-center,high
mainichi.jp,japan,left-center,high
malaysiakini.com,malaysia,left-center,mixed
manchestereveningnews.co.uk,united kingdom,left-center,high
mb.com.ph,philippines,left-center,mixed
